Product-ID,MAE,RMSE,Test_Weekly_Average_Sales,Test_Total_Sales
FOODS_3_481_TX_3_validation,0.29,0.71,0,8
FOODS_3_482_TX_3_validation,0.96,0.98,0,5
FOODS_3_483_TX_3_validation,0.82,1.12,1,33
FOODS_3_484_TX_3_validation,0.5,1.04,0,14
FOODS_3_485_TX_3_validation,0.82,1.3,0,14
FOODS_3_486_TX_3_validation,0.29,0.53,0,8
FOODS_3_487_TX_3_validation,2.29,2.93,4,114
FOODS_3_488_TX_3_validation,1.46,1.95,2,56
FOODS_3_489_TX_3_validation,1.32,1.55,1,40
FOODS_3_490_TX_3_validation,0.71,1.07,1,20
FOODS_3_491_TX_3_validation,3.61,5.03,5,150
FOODS_3_492_TX_3_validation,0.86,0.93,0,8
FOODS_3_493_TX_3_validation,0.25,0.57,0,7
FOODS_3_494_TX_3_validation,0.18,0.5,0,5
FOODS_3_495_TX_3_validation,1.64,2.05,3,83
FOODS_3_496_TX_3_validation,1.11,1.45,2,52
FOODS_3_497_TX_3_validation,0.32,0.63,0,6
FOODS_3_498_TX_3_validation,5.64,10.14,7,208
FOODS_3_499_TX_3_validation,10.57,11.84,3,88
FOODS_3_500_TX_3_validation,0.61,1.02,1,17
FOODS_3_501_TX_3_validation,10.61,15.65,14,391
FOODS_3_502_TX_3_validation,1.04,1.21,1,16
FOODS_3_503_TX_3_validation,3.86,4.83,8,227
FOODS_3_504_TX_3_validation,1.21,1.81,2,42
FOODS_3_505_TX_3_validation,1.0,1.22,1,32
FOODS_3_506_TX_3_validation,0.18,0.5,0,5
FOODS_3_507_TX_3_validation,0.07,0.38,0,2
FOODS_3_508_TX_3_validation,1.21,1.46,1,33
FOODS_3_509_TX_3_validation,0.36,0.6,0,10
FOODS_3_510_TX_3_validation,0.79,0.93,0,14
FOODS_3_511_TX_3_validation,2.89,4.02,7,199
FOODS_3_512_TX_3_validation,0.18,0.42,0,5
FOODS_3_513_TX_3_validation,0.75,1.15,1,20
FOODS_3_514_TX_3_validation,1.0,1.34,1,38
FOODS_3_515_TX_3_validation,0.68,0.91,1,20
FOODS_3_516_TX_3_validation,6.96,7.7,5,147
FOODS_3_517_TX_3_validation,0.07,0.27,0,2
FOODS_3_518_TX_3_validation,0.61,0.91,1,17
FOODS_3_519_TX_3_validation,1.32,1.8,2,42
FOODS_3_520_TX_3_validation,1.04,1.32,1,37
FOODS_3_521_TX_3_validation,0.32,0.63,0,9
FOODS_3_522_TX_3_validation,0.07,0.27,0,2
FOODS_3_523_TX_3_validation,2.21,2.82,4,113
FOODS_3_524_TX_3_validation,5.07,6.49,7,202
FOODS_3_525_TX_3_validation,1.18,1.38,1,32
FOODS_3_526_TX_3_validation,2.64,3.0,2,70
FOODS_3_527_TX_3_validation,0.18,0.57,0,5
FOODS_3_528_TX_3_validation,0.71,0.85,0,12
FOODS_3_529_TX_3_validation,0.82,0.98,1,21
FOODS_3_530_TX_3_validation,2.64,3.35,6,173
FOODS_3_531_TX_3_validation,0.79,0.96,1,24
FOODS_3_532_TX_3_validation,0.96,1.27,2,42
FOODS_3_533_TX_3_validation,1.07,1.31,1,38
FOODS_3_534_TX_3_validation,1.75,2.26,2,64
FOODS_3_535_TX_3_validation,0.71,1.0,1,18
FOODS_3_536_TX_3_validation,0.64,0.89,1,20
FOODS_3_537_TX_3_validation,0.89,1.18,1,33
FOODS_3_538_TX_3_validation,1.0,1.54,1,36
FOODS_3_539_TX_3_validation,0.04,0.19,0,1
FOODS_3_540_TX_3_validation,5.07,5.31,1,20
FOODS_3_541_TX_3_validation,10.36,11.4,7,190
FOODS_3_542_TX_3_validation,0.04,0.19,0,1
FOODS_3_543_TX_3_validation,0.11,0.33,0,3
FOODS_3_544_TX_3_validation,0.79,0.89,0,10
FOODS_3_545_TX_3_validation,1.39,1.78,2,51
FOODS_3_546_TX_3_validation,2.79,3.26,5,128
FOODS_3_547_TX_3_validation,6.57,7.55,1,40
FOODS_3_548_TX_3_validation,0.29,0.71,0,8
FOODS_3_549_TX_3_validation,0.39,0.78,0,11
FOODS_3_550_TX_3_validation,0.29,0.6,0,8
FOODS_3_551_TX_3_validation,1.18,1.43,1,34
FOODS_3_552_TX_3_validation,1.0,1.22,1,26
FOODS_3_553_TX_3_validation,0.04,0.19,0,1
FOODS_3_554_TX_3_validation,0.25,0.57,0,7
FOODS_3_555_TX_3_validation,9.5,11.66,30,829
FOODS_3_556_TX_3_validation,0.18,0.42,0,5
FOODS_3_557_TX_3_validation,1.79,2.33,3,91
FOODS_3_558_TX_3_validation,0.36,0.71,0,10
FOODS_3_559_TX_3_validation,0.71,0.89,0,6
FOODS_3_560_TX_3_validation,1.11,1.4,1,41
FOODS_3_561_TX_3_validation,1.68,2.18,3,92
FOODS_3_562_TX_3_validation,1.57,2.0,3,72
FOODS_3_563_TX_3_validation,0.61,1.18,1,17
FOODS_3_564_TX_3_validation,0.57,1.07,1,16
FOODS_3_565_TX_3_validation,1.64,2.17,3,92
FOODS_3_566_TX_3_validation,1.25,2.69,2,45
FOODS_3_567_TX_3_validation,0.18,0.5,0,5
FOODS_3_568_TX_3_validation,1.46,1.88,2,54
FOODS_3_569_TX_3_validation,0.71,0.85,1,16
FOODS_3_570_TX_3_validation,3.21,3.74,2,70
FOODS_3_571_TX_3_validation,0.75,0.91,1,17
FOODS_3_572_TX_3_validation,3.39,4.07,9,244
FOODS_3_573_TX_3_validation,1.07,1.39,1,28
FOODS_3_574_TX_3_validation,4.04,5.01,7,192
FOODS_3_575_TX_3_validation,0.68,0.82,0,11
FOODS_3_576_TX_3_validation,0.64,0.96,1,18
FOODS_3_577_TX_3_validation,0.25,0.57,0,6
FOODS_3_578_TX_3_validation,1.82,2.54,4,105
FOODS_3_579_TX_3_validation,0.07,0.27,0,2
FOODS_3_580_TX_3_validation,7.5,19.2,9,241
FOODS_3_581_TX_3_validation,0.21,0.46,0,6
FOODS_3_582_TX_3_validation,0.79,0.89,1,16
FOODS_3_583_TX_3_validation,0.54,0.73,1,21
FOODS_3_584_TX_3_validation,1.36,1.79,1,41
FOODS_3_585_TX_3_validation,1.54,1.84,1,33
FOODS_3_586_TX_3_validation,13.96,16.25,73,2056
FOODS_3_587_TX_3_validation,9.68,11.55,23,636
FOODS_3_588_TX_3_validation,0.79,1.04,1,24
FOODS_3_589_TX_3_validation,1.54,1.88,1,33
FOODS_3_590_TX_3_validation,1.39,1.68,3,71
FOODS_3_591_TX_3_validation,0.61,1.35,1,15
FOODS_3_592_TX_3_validation,0.79,1.44,1,22
FOODS_3_593_TX_3_validation,0.68,0.91,1,23
FOODS_3_594_TX_3_validation,2.79,4.13,4,119
FOODS_3_595_TX_3_validation,0.64,0.89,1,20
FOODS_3_596_TX_3_validation,1.5,1.63,0,12
FOODS_3_597_TX_3_validation,0.04,0.19,0,1
FOODS_3_598_TX_3_validation,2.25,3.19,5,127
FOODS_3_599_TX_3_validation,0.32,0.91,0,9
FOODS_3_600_TX_3_validation,0.5,0.96,0,14
FOODS_3_601_TX_3_validation,0.11,0.33,0,3
FOODS_3_602_TX_3_validation,1.39,1.5,1,31
FOODS_3_603_TX_3_validation,1.25,1.78,2,49
FOODS_3_604_TX_3_validation,0.96,0.98,1,15
FOODS_3_605_TX_3_validation,1.29,1.85,2,51
FOODS_3_606_TX_3_validation,0.89,1.35,1,27
FOODS_3_607_TX_3_validation,7.71,10.36,14,385
FOODS_3_608_TX_3_validation,0.89,1.15,1,19
FOODS_3_609_TX_3_validation,1.71,1.77,0,11
FOODS_3_610_TX_3_validation,0.79,0.93,0,10
FOODS_3_611_TX_3_validation,2.04,2.35,1,40
FOODS_3_612_TX_3_validation,0.07,0.27,0,2
FOODS_3_613_TX_3_validation,0.07,0.38,0,2
FOODS_3_614_TX_3_validation,2.25,3.62,3,87
FOODS_3_615_TX_3_validation,0.86,1.51,1,20
FOODS_3_616_TX_3_validation,2.25,2.86,2,66
FOODS_3_617_TX_3_validation,1.32,1.45,0,7
FOODS_3_618_TX_3_validation,1.64,2.05,2,62
FOODS_3_619_TX_3_validation,0.11,0.42,0,3
FOODS_3_620_TX_3_validation,0.96,1.15,1,21
FOODS_3_621_TX_3_validation,1.04,1.3,1,37
FOODS_3_622_TX_3_validation,0.21,0.53,0,6
FOODS_3_623_TX_3_validation,0.11,0.33,0,3
FOODS_3_624_TX_3_validation,1.04,1.52,1,18
FOODS_3_625_TX_3_validation,0.21,0.46,0,6
FOODS_3_626_TX_3_validation,0.25,0.68,0,7
FOODS_3_627_TX_3_validation,0.75,0.87,0,11
FOODS_3_628_TX_3_validation,2.07,2.69,4,108
FOODS_3_629_TX_3_validation,0.61,0.78,0,13
FOODS_3_630_TX_3_validation,0.14,0.46,0,4
FOODS_3_631_TX_3_validation,0.21,0.46,0,6
FOODS_3_632_TX_3_validation,0.89,0.98,0,4
FOODS_3_633_TX_3_validation,0.18,0.42,0,5
FOODS_3_634_TX_3_validation,1.04,1.4,2,60
FOODS_3_635_TX_3_validation,14.04,17.86,7,188
FOODS_3_636_TX_3_validation,1.89,2.11,1,31
FOODS_3_637_TX_3_validation,0.11,0.33,0,3
FOODS_3_638_TX_3_validation,0.71,0.89,1,15
FOODS_3_639_TX_3_validation,1.18,1.27,0,3
FOODS_3_640_TX_3_validation,1.07,1.39,1,30
FOODS_3_641_TX_3_validation,0.18,0.5,0,5
FOODS_3_642_TX_3_validation,0.75,0.91,0,11
FOODS_3_643_TX_3_validation,1.54,2.44,2,43
FOODS_3_644_TX_3_validation,1.68,2.26,2,43
FOODS_3_645_TX_3_validation,0.61,0.78,0,11
FOODS_3_646_TX_3_validation,1.39,1.88,2,58
FOODS_3_647_TX_3_validation,0.86,1.41,1,24
FOODS_3_648_TX_3_validation,1.32,2.08,2,44
FOODS_3_649_TX_3_validation,0.14,0.38,0,4
FOODS_3_650_TX_3_validation,0.89,1.09,1,17
FOODS_3_651_TX_3_validation,0.96,1.95,1,35
FOODS_3_652_TX_3_validation,1.68,2.23,6,166
FOODS_3_653_TX_3_validation,0.68,0.98,1,27
FOODS_3_654_TX_3_validation,3.64,4.14,6,166
FOODS_3_655_TX_3_validation,0.68,1.02,1,20
FOODS_3_656_TX_3_validation,1.39,1.55,1,22
FOODS_3_657_TX_3_validation,1.25,1.68,1,39
FOODS_3_658_TX_3_validation,0.21,0.46,0,6
FOODS_3_659_TX_3_validation,0.68,0.82,1,19
FOODS_3_660_TX_3_validation,4.43,5.82,9,241
FOODS_3_661_TX_3_validation,2.18,2.69,5,143
FOODS_3_662_TX_3_validation,1.21,1.54,1,38
FOODS_3_663_TX_3_validation,1.43,1.85,1,30
FOODS_3_664_TX_3_validation,3.18,4.17,5,146
FOODS_3_665_TX_3_validation,0.46,0.82,0,9
FOODS_3_666_TX_3_validation,0.32,0.68,0,9
FOODS_3_667_TX_3_validation,0.82,1.48,1,23
FOODS_3_668_TX_3_validation,1.68,1.94,3,90
FOODS_3_669_TX_3_validation,1.71,2.3,2,44
FOODS_3_670_TX_3_validation,0.29,0.6,0,8
FOODS_3_671_TX_3_validation,1.71,5.21,2,53
FOODS_3_672_TX_3_validation,3.0,3.39,3,90
FOODS_3_673_TX_3_validation,0.14,0.76,0,4
FOODS_3_674_TX_3_validation,0.96,1.02,0,3
FOODS_3_675_TX_3_validation,1.18,1.61,2,49
FOODS_3_676_TX_3_validation,0.25,0.5,0,7
FOODS_3_677_TX_3_validation,0.64,0.89,1,16
FOODS_3_678_TX_3_validation,1.32,1.61,1,28
FOODS_3_679_TX_3_validation,1.64,2.24,2,58
FOODS_3_680_TX_3_validation,0.07,0.27,0,2
FOODS_3_681_TX_3_validation,10.11,12.26,18,507
FOODS_3_682_TX_3_validation,6.5,6.94,3,71
FOODS_3_683_TX_3_validation,2.04,2.29,1,23
FOODS_3_684_TX_3_validation,1.18,1.74,2,58
FOODS_3_685_TX_3_validation,0.57,0.8,0,2
FOODS_3_686_TX_3_validation,0.25,0.5,0,7
FOODS_3_687_TX_3_validation,0.36,0.6,0,1
FOODS_3_688_TX_3_validation,2.11,2.37,3,89
FOODS_3_689_TX_3_validation,0.54,0.73,1,17
FOODS_3_690_TX_3_validation,0.43,0.76,0,12
FOODS_3_691_TX_3_validation,0.18,0.42,0,5
FOODS_3_692_TX_3_validation,1.25,1.88,2,62
FOODS_3_693_TX_3_validation,0.25,0.73,0,7
FOODS_3_694_TX_3_validation,6.46,7.42,25,687
FOODS_3_695_TX_3_validation,3.04,3.81,5,131
FOODS_3_696_TX_3_validation,0.32,0.73,0,9
FOODS_3_697_TX_3_validation,2.25,2.92,5,138
FOODS_3_698_TX_3_validation,1.25,1.61,2,50
FOODS_3_700_TX_3_validation,0.89,1.18,1,34
FOODS_3_701_TX_3_validation,0.75,0.94,1,21
FOODS_3_702_TX_3_validation,4.39,4.67,3,80
FOODS_3_703_TX_3_validation,0.93,1.2,1,26
FOODS_3_704_TX_3_validation,2.43,2.94,2,57
FOODS_3_705_TX_3_validation,0.11,0.33,0,3
FOODS_3_706_TX_3_validation,2.64,3.32,4,124
FOODS_3_707_TX_3_validation,1.11,1.52,1,28
FOODS_3_708_TX_3_validation,0.54,0.91,0,11
FOODS_3_709_TX_3_validation,0.86,1.2,2,44
FOODS_3_710_TX_3_validation,0.11,0.33,0,3
FOODS_3_711_TX_3_validation,6.61,11.02,10,266
FOODS_3_712_TX_3_validation,0.75,0.98,1,20
FOODS_3_713_TX_3_validation,0.04,0.19,0,1
FOODS_3_714_TX_3_validation,6.89,8.07,25,706
FOODS_3_715_TX_3_validation,0.86,1.16,1,32
FOODS_3_716_TX_3_validation,0.57,0.8,1,15
FOODS_3_717_TX_3_validation,0.96,1.27,1,29
FOODS_3_718_TX_3_validation,0.04,0.19,0,1
FOODS_3_719_TX_3_validation,1.04,1.43,1,29
FOODS_3_720_TX_3_validation,0.29,0.65,0,8
FOODS_3_721_TX_3_validation,0.64,0.85,0,5
FOODS_3_722_TX_3_validation,0.14,0.46,0,4
FOODS_3_723_TX_3_validation,6.36,8.02,17,484
FOODS_3_724_TX_3_validation,0.5,0.8,0,14
FOODS_3_725_TX_3_validation,0.64,0.89,0,14
FOODS_3_726_TX_3_validation,0.93,0.96,0,2
FOODS_3_727_TX_3_validation,1.5,2.48,3,97
FOODS_3_729_TX_3_validation,1.32,1.61,2,50
FOODS_3_730_TX_3_validation,0.89,1.18,1,24
FOODS_3_731_TX_3_validation,0.96,0.98,0,5
FOODS_3_732_TX_3_validation,1.43,2.0,1,40
FOODS_3_733_TX_3_validation,0.96,1.21,0,13
FOODS_3_734_TX_3_validation,2.43,3.06,4,110
FOODS_3_735_TX_3_validation,0.36,0.76,0,10
FOODS_3_736_TX_3_validation,0.04,0.19,0,1
FOODS_3_737_TX_3_validation,0.14,0.38,0,4
FOODS_3_738_TX_3_validation,2.32,2.77,3,76
FOODS_3_739_TX_3_validation,2.18,2.8,4,118
FOODS_3_741_TX_3_validation,3.39,4.14,4,120
FOODS_3_742_TX_3_validation,0.96,1.15,1,21
FOODS_3_743_TX_3_validation,0.96,0.98,0,5
FOODS_3_744_TX_3_validation,4.11,5.02,8,229
FOODS_3_745_TX_3_validation,0.32,0.68,0,9
FOODS_3_746_TX_3_validation,1.18,1.5,2,44
FOODS_3_747_TX_3_validation,1.96,4.32,2,59
FOODS_3_748_TX_3_validation,0.71,1.28,1,20
FOODS_3_749_TX_3_validation,0.75,1.02,1,25
FOODS_3_750_TX_3_validation,1.64,2.19,2,56
FOODS_3_751_TX_3_validation,0.93,1.56,1,26
FOODS_3_752_TX_3_validation,7.64,12.91,10,289
FOODS_3_753_TX_3_validation,1.54,1.84,1,29
FOODS_3_754_TX_3_validation,0.29,0.65,0,8
FOODS_3_755_TX_3_validation,1.46,2.41,2,46
FOODS_3_756_TX_3_validation,2.21,2.98,8,211
FOODS_3_757_TX_3_validation,3.79,4.74,8,212
FOODS_3_758_TX_3_validation,0.04,0.19,0,1
FOODS_3_759_TX_3_validation,0.71,0.85,1,16
FOODS_3_760_TX_3_validation,1.54,1.82,3,77
FOODS_3_761_TX_3_validation,0.32,0.63,0,7
FOODS_3_762_TX_3_validation,0.18,0.42,0,5
FOODS_3_763_TX_3_validation,0.32,0.87,0,9
FOODS_3_764_TX_3_validation,3.07,4.56,3,75
FOODS_3_765_TX_3_validation,0.82,0.91,0,7
FOODS_3_766_TX_3_validation,0.11,0.33,0,3
FOODS_3_767_TX_3_validation,6.96,10.32,12,340
FOODS_3_768_TX_3_validation,1.21,1.44,1,36
FOODS_3_769_TX_3_validation,2.04,2.57,4,100
FOODS_3_770_TX_3_validation,0.57,0.89,0,14
FOODS_3_771_TX_3_validation,0.07,0.27,0,2
FOODS_3_772_TX_3_validation,8.32,10.46,12,349
FOODS_3_773_TX_3_validation,0.96,0.98,0,3
FOODS_3_774_TX_3_validation,0.46,0.73,0,13
FOODS_3_775_TX_3_validation,0.32,0.63,0,9
FOODS_3_776_TX_3_validation,0.96,1.05,0,13
FOODS_3_777_TX_3_validation,0.86,1.04,1,20
FOODS_3_778_TX_3_validation,0.5,0.76,0,14
FOODS_3_779_TX_3_validation,0.04,0.19,0,1
FOODS_3_780_TX_3_validation,0.82,1.02,1,19
FOODS_3_781_TX_3_validation,0.75,0.91,0,6
FOODS_3_782_TX_3_validation,4.43,5.46,9,251
FOODS_3_783_TX_3_validation,1.39,1.7,2,67
FOODS_3_784_TX_3_validation,0.07,0.27,0,2
FOODS_3_785_TX_3_validation,4.93,6.12,13,363
FOODS_3_786_TX_3_validation,1.14,1.31,1,19
FOODS_3_787_TX_3_validation,2.18,2.99,3,89
FOODS_3_788_TX_3_validation,1.75,2.47,2,54
FOODS_3_789_TX_3_validation,1.93,2.33,2,68
FOODS_3_790_TX_3_validation,0.36,0.93,0,10
FOODS_3_791_TX_3_validation,1.14,1.51,2,42
FOODS_3_792_TX_3_validation,1.86,2.28,3,82
FOODS_3_793_TX_3_validation,0.04,0.19,0,1
FOODS_3_794_TX_3_validation,0.71,0.93,1,17
FOODS_3_795_TX_3_validation,1.36,1.67,2,48
FOODS_3_796_TX_3_validation,0.04,0.19,0,1
FOODS_3_797_TX_3_validation,0.46,0.73,1,29
FOODS_3_798_TX_3_validation,0.18,0.42,0,5
FOODS_3_799_TX_3_validation,0.11,0.33,0,3
FOODS_3_800_TX_3_validation,4.18,5.58,15,415
FOODS_3_801_TX_3_validation,2.0,2.35,3,95
FOODS_3_802_TX_3_validation,0.25,0.5,0,7
FOODS_3_803_TX_3_validation,0.96,1.32,1,29
FOODS_3_804_TX_3_validation,9.46,11.9,26,727
FOODS_3_805_TX_3_validation,1.21,1.51,2,50
FOODS_3_806_TX_3_validation,0.43,0.76,0,12
FOODS_3_807_TX_3_validation,1.5,1.93,3,76
FOODS_3_808_TX_3_validation,12.36,13.75,6,162
FOODS_3_809_TX_3_validation,1.96,2.93,2,66
FOODS_3_810_TX_3_validation,0.14,0.38,0,4
FOODS_3_811_TX_3_validation,6.32,9.28,13,376
FOODS_3_812_TX_3_validation,0.86,1.04,0,10
FOODS_3_813_TX_3_validation,1.39,1.57,1,37
FOODS_3_814_TX_3_validation,1.36,1.81,2,59
FOODS_3_815_TX_3_validation,0.29,0.53,0,8
FOODS_3_816_TX_3_validation,3.0,4.41,3,73
FOODS_3_817_TX_3_validation,0.04,0.19,0,1
FOODS_3_818_TX_3_validation,1.36,1.6,2,50
FOODS_3_819_TX_3_validation,0.75,1.05,1,23
FOODS_3_820_TX_3_validation,0.96,1.32,2,53
FOODS_3_821_TX_3_validation,0.64,0.8,0,12
FOODS_3_822_TX_3_validation,1.5,1.93,2,51
FOODS_3_823_TX_3_validation,0.46,0.78,0,13
FOODS_3_824_TX_3_validation,0.11,0.33,0,3
FOODS_3_825_TX_3_validation,1.07,1.34,2,43
FOODS_3_826_TX_3_validation,1.5,2.07,2,54
FOODS_3_827_TX_3_validation,1.5,1.83,2,42
